part_id,material,feed_rate,cutting_speed,depth_of_cut,tool_nose_radius,tool_wear_time,surface_roughness_ra
1332,Carbon_Steel_1045,0.273,272.8,0.38,0.4,41.0,9.223
1333,Carbon_Steel_1045,0.291,124.0,1.291,0.2,0.2,15.523
1334,Carbon_Steel_1045,0.484,98.2,1.935,0.2,33.9,76.012
1335,Stainless_304,0.484,157.3,2.056,0.8,13.9,20.388
1336,Aluminum_6061,0.435,282.7,2.528,0.8,0.9,7.173
1337,Stainless_304,0.134,258.5,1.407,0.2,37.2,7.511
1338,Stainless_304,0.317,249.8,1.758,0.4,12.3,14.679
1339,Stainless_304,0.445,298.8,1.841,0.4,54.0,43.13
1340,Carbon_Steel_1045,0.219,133.1,1.108,1.2,34.4,2.397
1341,Carbon_Steel_1045,0.095,151.9,0.398,1.2,12.6,0.36
1342,Carbon_Steel_1045,0.415,62.7,0.262,0.4,58.7,36.479
1343,Carbon_Steel_1045,0.267,310.6,2.549,0.8,32.8,4.282
1344,Stainless_304,0.304,224.7,0.801,1.2,9.9,4.303
1345,Carbon_Steel_1045,0.492,139.4,1.983,0.4,31.0,35.272
1346,Carbon_Steel_1045,0.323,70.8,1.837,0.2,57.6,41.584
1347,Stainless_304,0.241,267.0,1.349,0.4,25.5,7.974
1348,Aluminum_6061,0.216,274.6,2.542,0.8,25.5,2.046
1349,Stainless_304,0.238,249.9,2.171,1.2,27.7,3.112
1350,Stainless_304,0.103,111.1,0.313,0.4,16.8,1.497
1351,Aluminum_6061,0.408,324.0,2.386,0.2,9.7,25.753
1352,Aluminum_6061,0.427,275.9,1.644,0.2,34.7,40.162
1353,Carbon_Steel_1045,0.178,247.3,1.204,0.4,53.7,4.636
1354,Aluminum_6061,0.187,245.3,2.249,0.2,44.1,8.349
1355,Stainless_304,0.443,321.3,2.137,0.2,5.8,45.529
1356,Aluminum_6061,0.061,328.5,1.104,0.8,24.1,0.168
1357,Aluminum_6061,0.284,228.7,2.953,1.2,0.3,2.105
1358,Aluminum_6061,0.259,175.0,2.034,0.2,18.5,11.423
1359,Stainless_304,0.361,159.1,1.916,0.8,40.2,12.542
1360,Carbon_Steel_1045,0.124,295.7,0.442,0.8,17.4,0.694
1361,Stainless_304,0.351,243.4,1.018,0.8,50.4,12.818
1362,Stainless_304,0.22,73.2,1.479,1.2,28.6,3.332
1363,Carbon_Steel_1045,0.328,92.7,1.984,1.2,40.2,6.007
1364,Aluminum_6061,0.068,320.1,1.66,0.4,53.0,0.553
1365,Aluminum_6061,0.258,315.3,2.348,1.2,41.0,2.554
1366,Stainless_304,0.285,335.5,0.972,0.2,53.8,32.954
1367,Aluminum_6061,0.146,178.4,2.181,1.2,48.5,0.892
1368,Stainless_304,0.113,285.2,2.496,0.2,34.0,4.374
1369,Stainless_304,0.135,298.5,2.354,0.2,17.8,5.421
1370,Carbon_Steel_1045,0.205,144.7,2.37,0.2,17.9,10.326
1371,Carbon_Steel_1045,0.094,93.6,2.693,0.2,52.5,3.988
1372,Stainless_304,0.476,349.1,0.481,0.4,3.2,24.472
1373,Stainless_304,0.232,59.1,2.167,0.8,56.5,7.779
1374,Carbon_Steel_1045,0.414,229.2,2.914,0.8,19.6,10.733
1375,Carbon_Steel_1045,0.488,245.1,1.828,0.2,44.3,77.94
1376,Carbon_Steel_1045,0.086,254.5,0.848,0.4,19.8,0.753
1377,Carbon_Steel_1045,0.343,126.7,2.997,0.2,57.2,50.617
1378,Stainless_304,0.442,266.5,0.73,0.2,2.2,44.226
1379,Carbon_Steel_1045,0.335,114.9,1.173,0.8,21.2,8.779
1380,Stainless_304,0.243,298.7,0.723,0.8,52.0,5.912
1381,Aluminum_6061,0.244,115.7,1.527,0.2,16.4,10.603
1382,Stainless_304,0.066,259.0,1.402,0.4,16.5,0.619
1383,Carbon_Steel_1045,0.291,285.0,1.601,1.2,53.9,4.813
1384,Carbon_Steel_1045,0.497,106.7,2.802,0.8,49.8,23.073
1385,Aluminum_6061,0.481,121.4,1.565,0.2,6.3,39.554
1386,Stainless_304,0.068,283.7,1.665,1.2,34.8,0.288
1387,Carbon_Steel_1045,0.368,75.8,2.688,0.2,13.4,35.287
1388,Carbon_Steel_1045,0.186,107.2,2.499,0.4,12.9,4.238
1389,Aluminum_6061,0.456,186.7,0.909,0.8,36.9,10.516
1390,Aluminum_6061,0.07,329.1,0.286,0.8,7.4,0.197
1391,Aluminum_6061,0.471,218.6,1.981,0.2,28.2,41.202
1392,Aluminum_6061,0.427,166.3,2.573,1.2,15.3,5.873
1393,Carbon_Steel_1045,0.103,343.5,1.77,0.2,51.2,3.264
1394,Carbon_Steel_1045,0.077,189.1,0.831,0.8,33.3,0.386
1395,Carbon_Steel_1045,0.426,180.1,2.289,0.4,12.9,18.44
1396,Carbon_Steel_1045,0.12,173.5,2.091,1.2,55.6,0.765
1397,Carbon_Steel_1045,0.291,143.7,1.804,1.2,49.4,4.908
1398,Aluminum_6061,0.462,147.7,2.624,1.2,15.9,6.578
1399,Stainless_304,0.305,256.4,2.407,1.2,57.7,5.937
1400,Carbon_Steel_1045,0.229,62.3,2.087,0.8,16.1,3.744
1401,Carbon_Steel_1045,0.25,254.5,2.078,0.2,17.6,13.025
1402,Stainless_304,0.078,110.4,2.071,0.8,23.2,0.6
1403,Stainless_304,0.486,165.3,1.694,0.4,9.9,33.526
1404,Carbon_Steel_1045,0.19,94.0,1.526,0.8,41.2,2.919
1405,Carbon_Steel_1045,0.135,215.8,2.201,0.2,33.4,5.02
1406,Stainless_304,0.179,268.8,1.929,0.8,53.7,3.09
1407,Stainless_304,0.484,156.4,1.597,0.4,14.5,33.701
1408,Aluminum_6061,0.092,99.0,0.598,0.8,10.2,0.373
1409,Carbon_Steel_1045,0.44,118.0,2.18,0.4,21.5,23.706
1410,Stainless_304,0.369,295.4,2.026,0.4,8.8,18.964
1411,Stainless_304,0.424,130.3,1.191,0.2,56.8,82.981
1412,Aluminum_6061,0.489,282.4,1.23,1.2,43.0,7.811
1413,Carbon_Steel_1045,0.429,149.4,0.928,0.2,47.8,55.156
1414,Carbon_Steel_1045,0.475,106.6,2.895,0.2,44.9,81.005
1415,Aluminum_6061,0.107,268.2,2.616,0.4,14.6,0.97
1416,Carbon_Steel_1045,0.408,190.6,1.793,0.2,8.4,35.329
1417,Carbon_Steel_1045,0.296,59.4,1.355,1.2,25.8,4.59
1418,Aluminum_6061,0.295,338.0,2.276,0.4,49.7,12.646
1419,Aluminum_6061,0.455,94.3,1.701,0.2,19.8,48.418
1420,Stainless_304,0.487,156.0,2.934,0.4,0.6,28.278
1421,Stainless_304,0.367,165.4,0.402,0.2,39.6,49.185
1422,Stainless_304,0.267,196.8,0.344,0.8,12.0,4.7
1423,Stainless_304,0.255,285.6,1.814,0.4,32.6,11.777
1424,Stainless_304,0.224,51.8,0.809,0.2,0.9,13.682
1425,Carbon_Steel_1045,0.213,329.7,1.912,1.2,30.5,1.788
1426,Aluminum_6061,0.226,243.8,2.399,0.8,23.6,2.262
1427,Stainless_304,0.09,335.2,0.63,0.4,52.8,1.498
1428,Carbon_Steel_1045,0.085,295.2,1.462,0.8,43.3,0.477
1429,Carbon_Steel_1045,0.401,328.4,2.144,0.8,2.2,6.944
1430,Stainless_304,0.251,230.3,2.543,0.2,47.4,24.178
1431,Aluminum_6061,0.469,157.2,1.615,1.2,47.5,10.156
1432,Stainless_304,0.325,182.9,0.817,0.4,39.8,20.764
1433,Carbon_Steel_1045,0.066,247.4,1.861,0.2,55.8,1.243
1434,Aluminum_6061,0.121,178.1,1.5,0.8,48.2,0.918
1435,Stainless_304,0.143,269.5,2.373,1.2,13.1,0.858
1436,Stainless_304,0.489,77.6,1.778,0.8,22.9,25.763
1437,Carbon_Steel_1045,0.148,299.0,1.018,0.4,21.0,2.705
1438,Carbon_Steel_1045,0.282,111.3,2.325,0.4,30.3,11.876
1439,Aluminum_6061,0.471,333.2,1.674,0.8,57.2,12.919
1440,Aluminum_6061,0.49,96.7,0.738,0.2,36.9,55.291
1441,Aluminum_6061,0.156,88.7,1.798,1.2,18.8,0.842
1442,Aluminum_6061,0.072,293.6,2.858,0.4,56.5,0.684
1443,Aluminum_6061,0.119,295.6,2.19,0.2,42.0,3.593
1444,Carbon_Steel_1045,0.078,271.6,1.072,0.2,16.0,1.373
1445,Aluminum_6061,0.138,338.2,2.205,0.8,54.4,1.279
1446,Carbon_Steel_1045,0.306,131.2,1.027,0.2,20.7,23.343
1447,Aluminum_6061,0.461,298.0,1.742,1.2,31.0,6.428
1448,Aluminum_6061,0.292,155.6,1.698,1.2,28.8,2.875
1449,Stainless_304,0.332,211.2,0.93,0.2,55.4,46.95
1450,Stainless_304,0.141,183.7,1.207,0.2,15.9,5.376
1451,Stainless_304,0.41,51.8,2.841,1.2,20.0,11.962
1452,Aluminum_6061,0.328,222.3,0.939,0.2,39.6,24.94
1453,Carbon_Steel_1045,0.439,274.3,2.453,0.4,53.2,32.163
1454,Aluminum_6061,0.477,102.4,2.085,1.2,6.9,7.209
1455,Carbon_Steel_1045,0.207,329.5,1.715,0.2,12.6,7.343
1456,Stainless_304,0.091,209.1,0.628,0.8,56.9,0.971
1457,Carbon_Steel_1045,0.152,103.5,0.813,0.4,46.6,3.345
1458,Stainless_304,0.247,243.8,0.742,0.4,20.8,8.878
1459,Carbon_Steel_1045,0.476,107.6,1.864,1.2,21.5,10.622
1460,Aluminum_6061,0.22,69.1,2.927,0.8,28.2,3.254
1461,Aluminum_6061,0.397,255.6,2.662,0.4,40.4,16.565
1462,Stainless_304,0.293,83.2,0.319,1.2,33.7,5.231
1463,Carbon_Steel_1045,0.132,81.9,1.003,0.8,46.6,1.548
1464,Aluminum_6061,0.194,272.0,0.682,0.2,3.3,5.391
1465,Aluminum_6061,0.344,66.6,2.933,0.4,49.1,17.332
1466,Stainless_304,0.353,292.9,0.898,0.2,3.5,29.842
1467,Aluminum_6061,0.246,288.8,0.804,0.8,52.9,3.126
1468,Stainless_304,0.153,92.4,1.957,1.2,2.6,1.202
1469,Carbon_Steel_1045,0.375,205.5,1.78,0.2,7.7,26.265
1470,Aluminum_6061,0.126,79.0,0.871,1.2,10.8,0.504
1471,Carbon_Steel_1045,0.472,239.8,2.094,1.2,13.4,7.873
1472,Stainless_304,0.135,68.9,0.517,1.2,24.1,1.242
1473,Carbon_Steel_1045,0.098,333.3,0.303,0.8,39.3,0.612
1474,Aluminum_6061,0.274,112.3,0.477,0.4,53.6,9.699
1475,Aluminum_6061,0.284,254.9,1.253,0.2,31.5,16.554
1476,Stainless_304,0.279,88.5,2.931,1.2,31.9,6.766
1477,Carbon_Steel_1045,0.247,112.9,1.755,0.4,19.2,8.305
1478,Carbon_Steel_1045,0.498,185.3,2.325,0.4,48.0,39.858
1479,Aluminum_6061,0.269,221.9,1.134,0.8,6.6,2.559
1480,Carbon_Steel_1045,0.265,349.7,2.228,0.8,18.1,3.639
1481,Stainless_304,0.24,57.8,2.907,1.2,5.8,3.485
1482,Aluminum_6061,0.08,50.1,1.234,1.2,12.9,0.21
1483,Stainless_304,0.317,155.1,2.997,1.2,35.2,6.909
1484,Stainless_304,0.153,159.8,2.006,0.2,7.6,7.463
1485,Aluminum_6061,0.337,315.2,2.309,0.2,6.0,17.411
1486,Stainless_304,0.073,323.8,0.943,0.2,49.6,1.859
1487,Carbon_Steel_1045,0.492,314.2,2.018,0.8,7.1,13.64
1488,Carbon_Steel_1045,0.261,93.0,1.655,0.8,36.5,6.252
1489,Aluminum_6061,0.454,173.6,2.88,1.2,21.1,7.333
1490,Stainless_304,0.264,273.8,2.738,1.2,53.8,5.655
1491,Carbon_Steel_1045,0.077,143.8,1.341,1.2,42.5,0.298
1492,Stainless_304,0.42,249.0,2.854,0.2,3.6,48.808
1493,Aluminum_6061,0.342,121.1,2.683,0.8,53.7,8.415
1494,Aluminum_6061,0.402,147.0,1.874,1.2,24.8,5.084
1495,Stainless_304,0.243,308.1,0.476,1.2,17.9,3.291
1496,Carbon_Steel_1045,0.337,125.2,0.692,0.4,40.4,15.19
1497,Aluminum_6061,0.435,339.3,0.461,1.2,43.1,6.706
1498,Stainless_304,0.334,141.9,0.547,0.4,18.2,17.729
1499,Aluminum_6061,0.206,57.1,2.937,0.2,21.1,11.008
1500,Stainless_304,0.348,126.5,0.833,0.4,9.4,17.359
1501,Stainless_304,0.352,101.4,2.15,0.4,35.6,26.548
1502,Aluminum_6061,0.482,202.0,2.0,1.2,57.4,10.642
1503,Carbon_Steel_1045,0.217,83.8,1.986,0.2,25.0,14.31
1504,Stainless_304,0.241,237.8,0.818,0.2,59.8,24.985
1505,Stainless_304,0.415,312.5,1.843,0.8,10.6,11.417
1506,Carbon_Steel_1045,0.278,158.8,1.97,0.8,47.8,5.653
1507,Carbon_Steel_1045,0.381,100.5,1.819,0.8,55.7,16.068
1508,Carbon_Steel_1045,0.257,170.0,0.762,0.2,41.3,19.723
1509,Aluminum_6061,0.147,285.8,2.238,0.4,6.6,1.69
1510,Carbon_Steel_1045,0.385,227.4,0.451,1.2,19.6,5.046
1511,Aluminum_6061,0.109,80.3,1.876,0.2,5.1,2.015
1512,Aluminum_6061,0.139,211.2,1.45,1.2,36.1,0.754
1513,Carbon_Steel_1045,0.332,190.4,0.938,0.2,59.9,36.144
1514,Stainless_304,0.386,148.1,2.47,0.2,22.5,55.775
1515,Aluminum_6061,0.453,83.0,0.734,1.2,9.8,5.635
1516,Aluminum_6061,0.173,344.3,2.816,0.4,16.1,2.954
1517,Aluminum_6061,0.1,102.8,2.683,0.8,34.2,0.689
1518,Aluminum_6061,0.48,107.8,1.242,0.4,34.1,27.268
1519,Stainless_304,0.119,93.7,1.089,0.8,13.8,1.208
1520,Carbon_Steel_1045,0.139,221.1,0.628,0.4,45.0,2.882
1521,Aluminum_6061,0.181,183.1,2.77,0.4,5.3,2.446
1522,Stainless_304,0.288,124.9,1.976,1.2,37.4,6.626
1523,Aluminum_6061,0.447,178.8,0.337,0.8,25.5,9.865
1524,Carbon_Steel_1045,0.392,252.1,1.655,0.8,7.6,7.019
1525,Stainless_304,0.369,134.5,0.486,1.2,38.1,8.01
1526,Stainless_304,0.129,324.6,1.828,0.4,40.4,3.295
1527,Aluminum_6061,0.211,141.9,1.65,1.2,26.4,1.609
1528,Carbon_Steel_1045,0.265,109.5,0.478,0.8,47.9,5.933
1529,Carbon_Steel_1045,0.116,336.4,2.494,1.2,30.6,0.574
1530,Carbon_Steel_1045,0.173,293.2,0.971,0.4,17.1,2.852
1531,Aluminum_6061,0.189,152.9,1.739,0.8,57.2,2.609
1532,Stainless_304,0.107,302.4,2.007,0.2,56.6,4.866
1533,Carbon_Steel_1045,0.298,205.6,2.896,0.2,5.7,18.203
1534,Carbon_Steel_1045,0.367,154.0,1.608,0.2,56.8,56.711
1535,Stainless_304,0.081,301.9,2.773,0.8,46.5,0.727
1536,Stainless_304,0.267,275.6,1.226,0.4,6.4,9.481
1537,Stainless_304,0.402,139.4,2.608,0.4,31.2,39.9
1538,Aluminum_6061,0.387,232.0,0.899,0.8,2.1,5.372
1539,Aluminum_6061,0.417,160.8,2.196,0.4,35.3,20.565
1540,Carbon_Steel_1045,0.252,50.3,0.494,0.2,56.0,23.447
1541,Aluminum_6061,0.419,338.5,2.962,0.8,22.1,8.022
1542,Carbon_Steel_1045,0.158,214.9,2.873,0.8,30.5,1.458
1543,Carbon_Steel_1045,0.212,229.5,1.466,0.2,13.7,10.075
1544,Carbon_Steel_1045,0.129,230.0,1.691,0.4,32.5,1.978
1545,Aluminum_6061,0.26,215.2,1.894,0.2,48.2,18.025
1546,Stainless_304,0.226,137.0,1.006,0.8,12.9,3.834
1547,Carbon_Steel_1045,0.158,341.5,2.105,0.2,33.2,6.481
1548,Carbon_Steel_1045,0.388,236.5,2.171,0.2,21.3,35.528
1549,Carbon_Steel_1045,0.191,251.3,1.694,0.4,44.9,5.934
1550,Aluminum_6061,0.173,186.4,0.656,0.4,42.1,3.714
1551,Carbon_Steel_1045,0.109,136.4,2.778,1.2,41.9,0.652
1552,Aluminum_6061,0.247,69.3,0.566,0.2,22.7,12.484
1553,Carbon_Steel_1045,0.186,155.1,1.98,1.2,36.0,1.831
1554,Aluminum_6061,0.216,102.8,0.533,0.4,39.1,5.251
1555,Aluminum_6061,0.156,248.6,0.652,0.4,40.8,2.295
1556,Aluminum_6061,0.393,313.7,0.306,0.2,34.5,30.795
1557,Aluminum_6061,0.469,140.8,1.249,0.4,52.0,32.314
1558,Stainless_304,0.274,149.9,2.009,0.4,14.9,11.557
1559,Stainless_304,0.339,251.1,1.684,0.8,3.3,7.317
1560,Aluminum_6061,0.44,94.8,2.105,1.2,57.8,9.786
1561,Aluminum_6061,0.499,328.8,2.106,0.8,3.6,9.549
1562,Stainless_304,0.326,159.2,0.635,0.2,54.2,50.509
1563,Aluminum_6061,0.45,80.4,0.408,0.4,36.7,24.425
1564,Carbon_Steel_1045,0.459,102.4,1.97,0.8,55.1,18.22
1565,Aluminum_6061,0.406,329.8,2.046,0.8,33.9,7.562
1566,Carbon_Steel_1045,0.257,124.1,1.781,0.8,49.3,6.11
1567,Stainless_304,0.087,248.7,0.926,0.8,43.3,0.637
1568,Aluminum_6061,0.057,96.8,2.48,0.8,31.5,0.211
1569,Stainless_304,0.265,108.2,0.458,1.2,21.8,4.209
1570,Stainless_304,0.272,313.8,1.989,0.8,0.2,4.13
1571,Stainless_304,0.233,94.4,0.581,0.8,15.1,4.328
1572,Stainless_304,0.306,55.6,2.05,0.4,57.1,28.731
1573,Stainless_304,0.298,200.4,1.399,0.4,16.5,12.477
1574,Carbon_Steel_1045,0.426,308.8,2.225,0.8,45.1,12.292
1575,Stainless_304,0.099,147.8,0.394,1.2,30.5,0.56
1576,Aluminum_6061,0.151,88.4,1.776,1.2,18.5,0.903
1577,Carbon_Steel_1045,0.407,344.7,0.648,0.8,59.5,14.135
1578,Carbon_Steel_1045,0.432,253.0,2.127,1.2,2.8,5.683
1579,Aluminum_6061,0.498,305.2,0.58,0.2,34.9,45.687
1580,Aluminum_6061,0.443,275.6,0.452,0.4,27.7,19.478
1581,Aluminum_6061,0.45,259.5,2.211,0.2,4.6,26.895
1582,Carbon_Steel_1045,0.191,165.4,0.425,0.8,12.8,1.948
1583,Aluminum_6061,0.231,147.3,0.867,1.2,41.7,2.098
1584,Aluminum_6061,0.171,265.1,2.518,0.2,6.5,5.08
1585,Aluminum_6061,0.323,265.0,2.477,0.2,48.1,28.692
1586,Carbon_Steel_1045,0.472,335.2,2.599,0.4,37.5,28.293
1587,Aluminum_6061,0.205,220.6,1.147,1.2,6.1,1.069
1588,Aluminum_6061,0.301,138.4,1.702,0.2,17.2,16.72
1589,Aluminum_6061,0.183,196.9,2.377,1.2,8.2,0.917
1590,Carbon_Steel_1045,0.126,234.1,0.627,0.2,47.9,4.799
1591,Aluminum_6061,0.138,178.0,2.242,0.4,32.0,2.064
1592,Stainless_304,0.076,287.3,0.518,0.8,0.2,0.32
1593,Aluminum_6061,0.477,225.4,2.761,0.8,32.6,13.584
1594,Aluminum_6061,0.231,52.8,2.003,1.2,29.0,2.628
1595,Carbon_Steel_1045,0.425,221.0,1.607,0.2,38.6,51.538
1596,Stainless_304,0.357,240.1,1.583,0.2,2.1,31.073
1597,Carbon_Steel_1045,0.136,324.6,0.749,0.4,2.1,1.409
1598,Aluminum_6061,0.129,174.1,1.201,0.8,21.0,0.893
1599,Carbon_Steel_1045,0.415,222.3,2.25,0.4,41.3,26.408
1600,Carbon_Steel_1045,0.169,192.5,1.738,0.8,40.0,2.1
1601,Carbon_Steel_1045,0.461,209.5,1.706,0.4,16.7,23.904
1602,Stainless_304,0.113,70.2,0.787,1.2,13.0,0.729
1603,Stainless_304,0.355,319.2,2.148,0.2,41.0,50.301
1604,Carbon_Steel_1045,0.417,323.1,1.328,0.8,1.6,7.888
1605,Aluminum_6061,0.156,214.4,0.753,0.8,33.4,1.409
1606,Carbon_Steel_1045,0.174,217.0,2.845,0.2,25.4,8.022
1607,Stainless_304,0.484,67.3,1.644,0.8,14.3,23.939
1608,Stainless_304,0.169,229.4,1.702,0.2,31.2,10.858
1609,Aluminum_6061,0.243,178.7,2.949,0.8,13.0,2.746
1610,Aluminum_6061,0.245,262.7,1.258,0.8,33.9,2.668
1611,Aluminum_6061,0.164,64.1,2.843,0.2,8.9,5.658
1612,Stainless_304,0.399,263.3,2.161,0.2,24.3,58.651
1613,Carbon_Steel_1045,0.397,136.1,1.991,0.4,30.6,21.184
1614,Aluminum_6061,0.22,245.5,0.895,1.2,1.9,1.121
1615,Aluminum_6061,0.426,238.1,0.392,0.2,36.6,37.353
1616,Aluminum_6061,0.146,118.1,1.454,1.2,45.0,1.003
1617,Stainless_304,0.052,182.1,0.278,0.8,57.4,0.28
1618,Carbon_Steel_1045,0.307,300.7,0.445,1.2,12.2,2.762
1619,Aluminum_6061,0.497,231.7,1.887,1.2,12.5,7.273
1620,Carbon_Steel_1045,0.067,70.6,2.242,0.4,18.3,0.603
1621,Carbon_Steel_1045,0.144,182.9,0.712,0.8,53.4,1.396
1622,Carbon_Steel_1045,0.284,143.5,2.264,0.8,24.4,6.243
1623,Stainless_304,0.414,242.5,2.862,0.2,18.1,58.56
1624,Aluminum_6061,0.09,234.4,2.294,0.8,44.5,0.568
1625,Aluminum_6061,0.228,53.1,2.408,0.4,2.3,5.337
1626,Aluminum_6061,0.386,232.3,2.177,0.2,32.9,33.835
1627,Carbon_Steel_1045,0.217,270.5,0.868,1.2,27.0,1.878
1628,Stainless_304,0.135,280.6,1.242,0.4,37.5,3.167
1629,Aluminum_6061,0.138,67.7,2.86,1.2,43.9,1.004
1630,Stainless_304,0.235,141.1,2.068,0.2,19.5,17.91
1631,Carbon_Steel_1045,0.266,176.4,2.42,0.8,38.2,4.854
1632,Stainless_304,0.438,103.9,2.914,0.4,31.5,39.761
1633,Carbon_Steel_1045,0.339,176.2,0.886,1.2,8.0,4.209
1634,Aluminum_6061,0.361,71.3,1.135,1.2,52.9,5.902
1635,Stainless_304,0.492,84.0,2.023,1.2,45.3,17.714
1636,Stainless_304,0.235,250.6,0.317,1.2,55.3,3.875
1637,Carbon_Steel_1045,0.232,128.8,1.821,1.2,43.2,2.792
1638,Stainless_304,0.466,263.4,2.474,0.4,14.7,33.211
1639,Carbon_Steel_1045,0.161,64.4,1.929,1.2,25.8,1.427
1640,Carbon_Steel_1045,0.378,218.8,1.062,0.8,23.2,8.61
1641,Aluminum_6061,0.39,167.4,2.241,0.4,2.1,11.355
1642,Carbon_Steel_1045,0.094,289.1,0.652,0.2,24.6,2.17
1643,Aluminum_6061,0.261,285.2,2.711,0.8,20.7,3.386
1644,Aluminum_6061,0.14,162.7,0.528,0.4,0.2,1.394
1645,Aluminum_6061,0.133,236.8,2.625,0.8,50.8,1.146
1646,Carbon_Steel_1045,0.259,118.3,1.619,0.2,8.6,15.359
1647,Stainless_304,0.18,224.1,1.429,0.8,30.1,2.706
1648,Aluminum_6061,0.408,74.4,1.627,0.8,47.1,10.639
1649,Carbon_Steel_1045,0.458,180.4,0.801,0.8,36.3,15.103
1650,Aluminum_6061,0.411,104.8,1.509,0.8,10.2,8.253
1651,Carbon_Steel_1045,0.17,315.0,2.587,1.2,37.1,1.094
1652,Aluminum_6061,0.173,183.5,2.453,1.2,45.5,1.33
1653,Carbon_Steel_1045,0.165,227.2,0.698,0.4,51.3,4.63
1654,Stainless_304,0.111,158.1,2.102,1.2,19.1,0.621
1655,Carbon_Steel_1045,0.475,136.6,2.606,1.2,2.0,7.743
1656,Carbon_Steel_1045,0.231,110.9,2.504,0.2,36.5,16.914
1657,Carbon_Steel_1045,0.151,323.6,1.42,0.4,13.5,2.604
1658,Aluminum_6061,0.431,289.8,0.382,0.8,46.9,11.04
1659,Aluminum_6061,0.23,90.0,2.811,0.8,40.8,3.466
1660,Aluminum_6061,0.066,274.0,1.339,0.2,46.4,1.018
1661,Carbon_Steel_1045,0.123,175.6,1.243,0.4,58.1,3.058
1662,Stainless_304,0.338,54.6,2.339,0.4,35.1,25.714
1663,Carbon_Steel_1045,0.402,208.5,0.976,0.8,54.3,12.652
1664,Carbon_Steel_1045,0.145,89.0,2.546,0.8,38.5,1.868
1665,Aluminum_6061,0.463,113.0,0.459,0.2,10.9,35.626
1666,Aluminum_6061,0.433,258.8,2.287,0.2,48.0,52.801
1667,Stainless_304,0.432,127.1,2.906,0.4,41.6,40.689
1668,Aluminum_6061,0.152,317.6,2.988,0.2,58.7,5.602
1669,Carbon_Steel_1045,0.073,247.2,2.79,1.2,14.6,0.189
1670,Aluminum_6061,0.44,299.7,2.645,0.4,20.0,18.849
1671,Aluminum_6061,0.188,234.6,1.017,0.8,49.3,1.949
1672,Aluminum_6061,0.329,310.7,2.908,0.2,3.8,16.717
1673,Stainless_304,0.392,158.5,2.802,0.4,38.0,33.655
1674,Aluminum_6061,0.108,214.7,1.72,1.2,32.1,0.371
1675,Carbon_Steel_1045,0.401,204.8,1.356,0.8,10.1,7.821
1676,Aluminum_6061,0.472,321.1,0.55,0.4,9.9,16.764
1677,Carbon_Steel_1045,0.378,99.5,1.874,0.8,48.6,13.43
1678,Carbon_Steel_1045,0.249,223.4,2.177,0.8,0.9,2.713
1679,Carbon_Steel_1045,0.445,276.3,1.361,0.2,44.8,56.389
1680,Aluminum_6061,0.287,161.0,1.367,1.2,44.0,3.287
1681,Aluminum_6061,0.385,310.3,1.827,1.2,39.0,5.65
1682,Stainless_304,0.419,161.9,0.326,0.8,24.6,14.766
1683,Carbon_Steel_1045,0.387,102.0,2.884,0.2,1.7,32.056
1684,Aluminum_6061,0.18,225.2,1.047,0.4,48.1,3.944
1685,Carbon_Steel_1045,0.103,176.2,0.637,0.8,7.5,0.499
1686,Aluminum_6061,0.157,54.6,0.265,1.2,16.8,0.89
1687,Carbon_Steel_1045,0.276,71.0,2.606,0.8,56.8,8.254
1688,Carbon_Steel_1045,0.277,108.6,2.624,0.2,18.1,24.831
1689,Aluminum_6061,0.312,280.8,0.512,0.8,15.3,3.762
1690,Carbon_Steel_1045,0.228,317.6,0.669,0.2,58.4,15.42
1691,Carbon_Steel_1045,0.404,213.7,1.482,0.4,5.2,14.716
1692,Stainless_304,0.461,81.7,0.761,0.8,9.6,15.209
1693,Carbon_Steel_1045,0.161,210.3,2.274,0.8,26.3,1.599
1694,Carbon_Steel_1045,0.381,306.7,0.41,0.4,47.3,20.807
1695,Stainless_304,0.355,274.8,1.762,0.4,53.1,27.896
1696,Aluminum_6061,0.285,137.3,1.303,1.2,45.3,3.529
1697,Carbon_Steel_1045,0.135,87.2,1.529,0.8,58.6,1.726
1698,Aluminum_6061,0.408,320.2,1.418,0.2,1.0,21.578
1699,Aluminum_6061,0.482,306.2,0.671,0.8,37.2,10.832
1700,Carbon_Steel_1045,0.375,66.1,0.856,0.8,7.0,7.748
1701,Aluminum_6061,0.463,297.1,0.428,0.8,54.6,11.214
1702,Carbon_Steel_1045,0.493,79.2,0.567,0.8,56.1,24.974
1703,Carbon_Steel_1045,0.208,69.0,2.939,0.2,18.2,14.683
1704,Aluminum_6061,0.337,277.6,1.019,1.2,49.7,3.754
1705,Carbon_Steel_1045,0.263,210.9,1.094,1.2,37.8,3.21
1706,Carbon_Steel_1045,0.494,174.4,0.6,0.2,6.0,47.485
1707,Carbon_Steel_1045,0.092,321.2,2.327,0.2,36.2,2.314
1708,Stainless_304,0.236,301.8,2.791,0.2,58.6,23.957
1709,Aluminum_6061,0.444,67.3,2.422,1.2,18.5,8.186
1710,Stainless_304,0.178,234.8,1.935,1.2,0.1,1.306
1711,Carbon_Steel_1045,0.405,281.7,2.486,0.4,58.6,29.641
1712,Aluminum_6061,0.222,215.1,1.362,0.8,24.8,2.237
